Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Heptanol,111-70-6,Rxi17SilMS,-171.3,10.048,13375.0,540.21,23.797,1.4525,98.42,0.17032,30.458,0.1486,197.86,12.077,-39354.0,220.92,-60.057,0.58336,90.0,0.001,9.0,0.99989,0.00082101,0.00013683,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi17SilMS,-146.01,6.6307,13101.0,385.75,19.86,0.9461,133.6,0.14984,32.935,0.16986,165.13,7.8663,-48965.0,408.76,-75.497,1.0419,90.0,0.001,12.0,0.99994,0.0012558,0.00013953,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi17SilMS,-142.11,4.3521,13442.0,261.35,19.153,0.61769,149.1,0.075841,33.298,0.10121,159.25,5.1357,-53931.0,333.49,-83.538,0.83938,90.0,0.001,11.0,0.99998,0.00026,3.25e-5,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi17SilMS,-128.2,4.1998,13173.0,259.92,17.034,0.59322,163.55,0.06098,33.254,0.12138,141.63,4.9323,-58098.0,402.95,-89.397,0.99374,90.0,0.001,10.0,0.99999,0.00012223,1.7461e-5,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi17SilMS,-146.44,6.8638,14697.0,436.53,19.531,0.96526,177.33,0.1059,34.403,0.22291,162.39,8.0256,-63226.0,770.6,-97.957,1.8689,90.0,0.001,10.0,0.99998,0.00029201,4.1716e-5,Brehmer2022,String[],alcohol,alcohols,
Pentanol,71-41-0,Rxi5SilMS,-63.37,3.6512,6853.3,189.41,8.3184,0.53154,80.359,0.13894,31.939,0.19181,69.163,4.4195,-31865.0,203.03,-50.02,0.56885,90.0,0.002,15.0,0.9999,0.00142,0.00011834,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,-75.678,2.295,8519.3,130.73,9.8687,0.32857,124.07,0.090034,34.307,0.050704,82.053,2.7319,-41036.0,111.67,-63.483,0.28619,90.0,0.002,15.0,0.99998,0.00054262,4.5218e-5,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,-78.272,2.7089,9592.7,166.89,10.046,0.38292,161.28,0.058588,36.096,0.09144,83.526,3.1837,-49426.0,252.79,-74.892,0.62484,90.0,0.002,12.0,0.99999,0.00016722,1.858e-5,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,-79.359,2.4643,10109.0,157.08,10.108,0.34649,177.78,0.053628,36.632,0.10632,84.039,2.8809,-53529.0,286.59,-80.398,0.69119,90.0,0.002,11.0,0.99999,7.4043e-5,9.2553e-6,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,-83.553,3.6303,10792.0,238.12,10.617,0.50803,193.28,0.069153,37.256,0.14857,88.277,4.224,-57670.0,477.74,-86.045,1.1362,90.0,0.002,10.0,0.99999,7.3624e-5,1.0518e-5,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,-88.234,8.0797,11526.0,546.74,11.187,1.1258,207.5,0.30994,37.574,0.47227,93.016,9.3608,-62050.0,1277.3,-92.287,2.9477,90.0,0.002,7.0,0.99999,3.3993e-5,8.4983e-6,Brehmer2022,String[],alcohol,alcohols,
Hexane,110-54-3,Rxi5SilMS,-71.069,9.6008,6806.5,451.23,9.4317,1.4221,40.99,0.42203,25.675,0.41385,78.419,11.824,-28114.0,784.4,-50.216,2.3845,90.0,0.002,8.0,0.99991,0.00024384,4.8768e-5,Brehmer2022,String[],alkanes,,
Heptane,142-82-5,Rxi5SilMS,-26.294,4.4454,4688.8,222.04,2.9622,0.65142,64.807,0.15976,30.972,0.24035,24.629,5.4162,-30041.0,276.26,-48.81,0.80642,90.0,0.002,12.0,0.99993,0.00059197,6.5774e-5,Brehmer2022,String[],alkane,alkanes,
Octane,111-65-9,Rxi5SilMS,-33.694,3.5964,5517.0,189.72,3.9513,0.52182,88.773,0.10447,32.051,0.14031,32.853,4.3386,-33940.0,150.62,-53.632,0.4129,90.0,0.002,12.0,0.99995,0.00065161,7.2402e-5,Brehmer2022,String[],alkane,alkanes,
Nonane,111-84-2,Rxi5SilMS,-47.39,3.1503,6708.9,174.14,5.8368,0.4533,110.39,0.10016,32.906,0.070018,48.53,3.769,-38158.0,112.91,-59.415,0.29384,90.0,0.002,13.0,0.99997,0.00056902,5.6902e-5,Brehmer2022,String[],alkane,alkanes,
Decane,124-18-5,Rxi5SilMS,-58.581,2.8117,7777.3,162.25,7.3546,0.40167,130.16,0.079914,33.81,0.061257,61.15,3.3397,-42458.0,153.86,-65.452,0.395,90.0,0.002,13.0,0.99998,0.0003578,3.578e-5,Brehmer2022,String[],alkane,Grob,alkanes
Undecane,1120-21-4,Rxi5SilMS,-60.042,1.9294,8299.7,115.78,7.4764,0.27388,148.59,0.05001,34.559,0.052069,62.162,2.2772,-46433.0,148.76,-70.618,0.37382,90.0,0.002,13.0,0.99999,0.00015087,1.5087e-5,Brehmer2022,String[],alkane,Grob,alkanes
Dodecane,112-40-3,Rxi5SilMS,-61.09,2.1718,8790.0,134.73,7.5419,0.30657,165.62,0.090909,35.127,0.045423,62.707,2.5489,-50312.0,203.06,-75.574,0.50172,90.0,0.002,17.0,0.99998,0.00070761,5.0544e-5,Brehmer2022,String[],alkane,alkanes,
Tridecane,629-50-5,Rxi5SilMS,-67.708,2.3261,9601.1,148.78,8.4026,0.3267,181.54,0.090132,35.765,0.047946,69.863,2.7164,-54457.0,258.12,-81.264,0.62783,90.0,0.002,18.0,0.99998,0.00080801,5.3868e-5,Brehmer2022,String[],alkane,alkanes,
Tetradecane,629-59-4,Rxi5SilMS,-79.453,1.8362,10742.0,120.68,9.9812,0.25675,196.32,0.05396,36.394,0.033693,82.988,2.1347,-59176.0,232.26,-88.42,0.55752,90.0,0.002,15.0,0.99999,0.00018465,1.5387e-5,Brehmer2022,String[],alkane,alkanes,
Pentadecane,629-62-9,Rxi5SilMS,-77.67,2.7156,11035.0,183.09,9.6541,0.37816,210.26,0.10459,36.697,0.054874,80.269,3.1442,-62600.0,387.59,-92.344,0.91511,90.0,0.002,19.0,0.99997,0.0011604,7.2524e-5,Brehmer2022,String[],alkane,alkanes,
Hexadecane,544-76-3,Rxi5SilMS,-81.96,3.3543,11683.0,231.33,10.191,0.46537,223.4,0.098126,37.229,0.057415,84.729,3.8693,-66368.0,523.97,-97.259,1.2232,90.0,0.002,17.0,0.99997,0.00076654,5.4753e-5,Brehmer2022,String[],alkanes,alkane,
Heptadecane,629-78-7,Rxi5SilMS,-81.417,3.977,12006.0,280.19,10.054,0.54987,235.91,0.099287,37.62,0.064548,83.591,4.5718,-69469.0,674.95,-100.6,1.5566,90.0,0.002,16.0,0.99997,0.00067769,5.213e-5,Brehmer2022,String[],alkanes,alkane,
Octadecane,593-45-3,Rxi5SilMS,-103.32,1.9843,13859.0,142.65,13.035,0.27349,247.63,0.04783,38.356,0.042105,108.38,2.2739,-75874.0,364.56,-111.82,0.82935,90.0,0.002,16.0,0.99999,0.00016765,1.2896e-5,Brehmer2022,String[],alkanes,alkane,
Nonadecane,629-92-5,Rxi5SilMS,-99.074,2.7015,13944.0,197.86,12.378,0.37125,258.79,0.053732,38.449,0.062308,102.91,3.0868,-78560.0,530.67,-114.17,1.1931,90.0,0.002,15.0,0.99999,0.00018929,1.5774e-5,Brehmer2022,String[],alkanes,alkane,
Eicosane,112-95-8,Rxi5SilMS,-100.22,4.1328,14370.0,307.85,12.477,0.5664,269.45,0.058483,38.742,0.090407,103.74,4.7093,-81801.0,858.07,-117.96,1.9106,90.0,0.002,13.0,0.99999,0.00015812,1.5812e-5,Brehmer2022,String[],alkanes,alkane,
Hexane,110-54-3,Rxi5SilMS,-42.741,9.4345,5145.9,439.32,5.5314,1.399,38.775,0.29456,28.445,0.41643,45.99,11.632,-26084.0,730.01,-38.275,2.2196,90.0,0.001,4.0,0.99999,4.0766e-6,4.0766e-6,Brehmer2022,String[],alkanes,,
Heptane,142-82-5,Rxi5SilMS,-44.209,18.78,5544.7,891.89,5.6177,2.7744,46.893,0.33525,27.337,0.60905,46.708,23.067,-29139.0,1215.3,-45.528,3.6362,90.0,0.001,4.0,0.99998,1.6032e-5,1.6032e-5,Brehmer2022,String[],alkane,alkanes,
Octane,111-65-9,Rxi5SilMS,-56.321,4.2625,6672.4,214.75,7.2593,0.6234,69.526,0.089641,28.06,0.1459,60.357,5.1832,-33559.0,211.07,-52.127,0.60909,90.0,0.001,9.0,0.99997,0.00020424,3.404e-5,Brehmer2022,String[],alkane,alkanes,
Nonane,111-84-2,Rxi5SilMS,-59.435,2.8077,7340.0,148.59,7.5913,0.40715,90.144,0.080735,28.804,0.08733,63.118,3.3852,-38107.0,117.59,-58.984,0.32013,90.0,0.001,12.0,0.99997,0.00043816,4.8684e-5,Brehmer2022,String[],alkane,alkanes,
Decane,124-18-5,Rxi5SilMS,-70.905,1.0964,8450.3,60.429,9.1347,0.15785,108.97,0.033599,29.44,0.020806,75.95,1.3124,-42678.0,39.563,-65.878,0.10268,90.0,0.001,13.0,1.0,7.3211e-5,7.3211e-6,Brehmer2022,String[],alkane,Grob,alkanes
Undecane,1120-21-4,Rxi5SilMS,-75.494,1.8834,9176.4,107.85,9.6911,0.2694,126.54,0.063076,30.124,0.032355,80.576,2.2399,-47036.0,96.441,-72.133,0.24709,90.0,0.001,13.0,0.99999,0.00027242,2.7242e-5,Brehmer2022,String[],alkane,Grob,alkanes
Dodecane,112-40-3,Rxi5SilMS,-80.71,1.5738,9936.8,93.257,10.338,0.22384,142.81,0.04385,30.696,0.027276,85.953,1.8611,-51405.0,107.61,-78.432,0.27261,90.0,0.001,13.0,0.99999,0.00013578,1.3578e-5,Brehmer2022,String[],alkane,alkanes,
Tridecane,629-50-5,Rxi5SilMS,-85.944,1.9562,10687.0,119.63,10.992,0.2768,158.12,0.041741,31.279,0.039896,91.393,2.3015,-55665.0,169.5,-84.442,0.42227,90.0,0.001,12.0,0.99999,0.00011471,1.2746e-5,Brehmer2022,String[],alkane,alkanes,
Tetradecane,629-59-4,Rxi5SilMS,-90.02,2.0932,11365.0,131.69,11.483,0.29482,172.5,0.030579,31.792,0.044929,95.475,2.4513,-59818.0,215.39,-90.189,0.52839,90.0,0.001,11.0,1.0,4.7381e-5,5.9226e-6,Brehmer2022,String[],alkane,alkanes,
Pentadecane,629-62-9,Rxi5SilMS,-94.679,2.3561,12077.0,152.26,12.056,0.33046,186.01,0.031749,32.231,0.062204,100.24,2.7476,-64011.0,284.12,-96.055,0.68406,90.0,0.001,10.0,1.0,3.0466e-5,4.3523e-6,Brehmer2022,String[],alkane,alkanes,
Hexadecane,544-76-3,Rxi5SilMS,-99.476,3.1018,12791.0,205.53,12.652,0.43336,198.81,0.050233,32.662,0.096736,105.19,3.6032,-68149.0,426.87,-101.8,1.0094,90.0,0.001,9.0,1.0,2.4926e-5,4.1543e-6,Brehmer2022,String[],alkanes,alkane,
Heptadecane,629-78-7,Rxi5SilMS,-116.32,9.2039,14243.0,624.5,14.95,1.2813,211.06,0.19849,33.474,0.3384,124.3,10.653,-73285.0,1419.6,-110.12,3.2989,90.0,0.001,8.0,0.99999,9.4326e-5,1.8865e-5,Brehmer2022,String[],alkanes,alkane,
Octadecane,593-45-3,Rxi5SilMS,-106.53,2.9402,14060.0,203.75,13.483,0.408,222.26,0.078293,33.254,0.1147,112.11,3.3923,-76190.0,496.87,-112.77,1.1375,90.0,0.001,7.0,1.0,3.6473e-6,9.1182e-7,Brehmer2022,String[],alkanes,alkane,
Nonadecane,629-92-5,Rxi5SilMS,-117.84,1.4178,15179.0,100.31,14.997,0.19612,233.36,0.046547,33.832,0.06153,124.7,1.6307,-80925.0,260.95,-120.06,0.58834,90.0,0.001,6.0,1.0,2.6805e-7,8.9351e-8,Brehmer2022,String[],alkanes,alkane,
Eicosane,112-95-8,Rxi5SilMS,-135.37,5.3497,16702.0,386.15,17.382,0.73785,244.24,0.20663,34.727,0.25805,144.52,6.1348,-86382.0,1062.4,-129.12,2.3611,90.0,0.001,4.0,1.0,4.1537e-7,4.1537e-7,Brehmer2022,String[],alkanes,alkane,
Benzene,71-43-2,Rxi17SilMS,8.5765,32.871,2400.3,1513.4,-1.9065,4.8884,32.455,2.1655,31.31,2.5074,-15.851,40.645,-25714.0,3084.8,-37.982,9.5719,90.0,0.001,7.0,0.99925,0.0011644,0.00029111,Brehmer2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",BTEX,,
Ethylbenzene,100-41-4,Rxi17SilMS,-82.834,7.1362,8227.0,368.55,11.096,1.0387,81.076,0.089148,29.203,0.14283,92.253,8.6364,-34901.0,192.77,-52.649,0.54024,90.0,0.001,9.0,0.99995,0.00026101,4.3502e-5,Brehmer2022,String[],BTEX,aromatic,
Toluene,108-88-3,Rxi17SilMS,-63.732,8.7732,6765.6,432.45,8.4312,1.288,60.799,0.18487,28.234,0.31861,70.101,10.709,-30795.0,487.42,-46.56,1.4305,90.0,0.001,9.0,0.9999,0.00040129,6.6882e-5,Brehmer2022,String[],BTEX,,
o-Xylene,95-47-6,Rxi17SilMS,-61.233,4.2969,7253.8,226.05,7.9308,0.62341,89.118,0.060677,29.958,0.064488,65.94,5.1833,-36365.0,80.19,-54.473,0.21858,90.0,0.001,8.0,0.99999,7.0715e-5,1.4143e-5,Brehmer2022,String[],BTEX,aromatic,
m-Xylene,108-38-3,Rxi17SilMS,-69.964,6.5879,7604.3,341.0,9.2083,0.95853,82.057,0.082528,29.116,0.12554,76.562,7.9696,-35422.0,169.34,-53.834,0.47337,90.0,0.001,9.0,0.99996,0.00022226,3.7044e-5,Brehmer2022,String[],BTEX,,
p-Xylene,106-42-3,Rxi17SilMS,-69.964,6.5879,7604.3,341.0,9.2083,0.95853,82.057,0.082528,29.116,0.12554,76.562,7.9696,-35422.0,169.34,-53.834,0.47337,90.0,0.001,9.0,0.99996,0.00022226,3.7044e-5,Brehmer2022,String[],BTEX,,
Benzene,71-43-2,Rxi5SilMS,10.983,5.4662,2596.1,266.13,-2.4272,0.80445,55.116,0.19084,31.76,0.30755,-20.181,6.6886,-28914.0,360.41,-47.829,1.0725,90.0,0.002,13.0,0.99985,0.0017956,0.00017956,Brehmer2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",BTEX,,
Ethylbenzene,100-41-4,Rxi5SilMS,-31.835,5.6516,5585.3,307.81,3.6826,0.81525,103.79,0.24466,33.852,0.13295,30.619,6.7784,-35320.0,174.1,-53.577,0.44992,90.0,0.002,15.0,0.99983,0.0041104,0.00034253,Brehmer2022,String[],BTEX,aromatic,
Toluene,108-88-3,Rxi5SilMS,-23.87,2.4935,4808.7,128.99,2.5802,0.36284,81.806,0.070659,32.365,0.057093,21.453,3.0168,-32191.0,63.863,-50.552,0.1764,90.0,0.002,12.0,0.99998,0.00023108,2.5675e-5,Brehmer2022,String[],BTEX,,
o-Xylene,95-47-6,Rxi5SilMS,-14.766,4.3929,4818.4,243.3,1.1852,0.63194,111.07,0.23264,33.836,0.11254,9.8542,5.2542,-36484.0,170.16,-54.826,0.43639,90.0,0.002,17.0,0.99986,0.0049123,0.00035088,Brehmer2022,String[],BTEX,aromatic,
m-Xylene,108-38-3,Rxi5SilMS,-26.272,4.0154,5375.4,219.52,2.8473,0.57885,105.48,0.17078,33.36,0.089976,23.674,4.8129,-36097.0,127.09,-55.211,0.32859,90.0,0.002,15.0,0.99992,0.0020722,0.00017268,Brehmer2022,String[],BTEX,,
p-Xylene,106-42-3,Rxi5SilMS,-31.687,2.9229,5646.5,159.76,3.6386,0.42137,105.45,0.095517,33.577,0.063882,30.253,3.5034,-35961.0,89.008,-54.866,0.23259,90.0,0.002,13.0,0.99997,0.00049265,4.9265e-5,Brehmer2022,String[],BTEX,,
Benzene,71-43-2,Rxi5SilMS,-95.732,5.7546,7133.2,272.61,13.659,0.85233,40.726,0.72936,34.618,0.57126,113.57,7.0867,-18066.0,558.18,-12.917,1.6757,90.0,0.001,14.0,0.9992,0.0024719,0.00022472,Brehmer2022,String[],BTEX,,
Ethylbenzene,100-41-4,Rxi5SilMS,-123.27,3.3465,9897.2,177.27,17.224,0.48533,89.926,0.13021,36.18,0.186,143.21,4.0352,-30284.0,160.89,-37.5,0.43657,90.0,0.001,15.0,0.99989,0.001179,9.8247e-5,Brehmer2022,String[],BTEX,aromatic,
Toluene,108-88-3,Rxi5SilMS,-125.43,1.606,9445.5,81.044,17.708,0.23497,68.46,0.074301,34.359,0.10969,147.23,1.9536,-25068.0,102.17,-27.755,0.29397,90.0,0.001,12.0,0.99998,0.00013957,1.5508e-5,Brehmer2022,String[],BTEX,,
o-Xylene,95-47-6,Rxi5SilMS,-126.11,2.5171,10270.0,135.32,17.564,0.36407,96.698,0.10154,36.247,0.12391,146.04,3.027,-32355.0,113.77,-41.599,0.30197,90.0,0.001,13.0,0.99996,0.00050329,5.0329e-5,Brehmer2022,String[],BTEX,aromatic,
m-Xylene,108-38-3,Rxi5SilMS,-128.56,2.8014,10280.0,148.95,17.951,0.406,91.58,0.10921,35.635,0.14866,149.26,3.3756,-31274.0,134.2,-39.839,0.36216,90.0,0.001,13.0,0.99994,0.00062589,6.2589e-5,Brehmer2022,String[],BTEX,,
p-Xylene,106-42-3,Rxi5SilMS,-129.1,2.3906,10315.0,127.15,18.027,0.34645,91.668,0.093622,35.598,0.12729,149.89,2.8806,-31335.0,115.23,-39.986,0.31087,90.0,0.001,12.0,0.99997,0.00036063,4.007e-5,Brehmer2022,String[],BTEX,,
Methyl butyrate,623-42-7,Rxi17SilMS,-74.739,19.131,7357.8,918.96,9.9477,2.8223,49.699,0.63795,25.139,0.71011,82.71,23.466,-31140.0,1370.5,-51.142,4.1058,90.0,0.001,9.0,0.99955,0.001927,0.00032116,Brehmer2022,String[],FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi17SilMS,-85.289,6.4442,8922.9,339.41,11.233,0.93485,89.375,0.096001,27.095,0.10077,93.397,7.7728,-40272.0,153.11,-65.178,0.41751,90.0,0.001,9.0,0.99996,0.00032564,5.4274e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi17SilMS,-93.826,3.5714,10335.0,202.87,12.247,0.51151,123.03,0.085704,28.624,0.046109,101.83,4.2529,-48955.0,161.04,-78.034,0.41668,90.0,0.001,14.0,0.99998,0.00056538,5.1398e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi17SilMS,-107.23,2.2175,12006.0,134.09,13.968,0.31434,152.75,0.046403,29.945,0.036179,116.14,2.6136,-57652.0,175.7,-90.857,0.44115,90.0,0.001,14.0,0.99999,0.00019253,1.7503e-5,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi17SilMS,-111.37,3.0025,12698.0,186.67,14.461,0.42372,166.41,0.0467,30.466,0.059719,120.23,3.523,-61917.0,288.84,-97.012,0.7131,90.0,0.001,14.0,0.99999,0.00022362,2.0329e-5,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi17SilMS,-103.18,4.3252,12641.0,275.79,13.209,0.60789,179.35,0.038831,30.724,0.091765,109.82,5.0543,-65223.0,481.16,-100.7,1.1706,90.0,0.001,12.0,0.99999,0.00010095,1.1217e-5,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,Rxi17SilMS,-99.659,4.607,12833.0,300.44,12.63,0.64508,191.64,0.032499,31.025,0.085528,105.01,5.3635,-68567.0,568.12,-104.57,1.3674,90.0,0.001,12.0,0.99999,6.1919e-5,6.8798e-6,Brehmer2022,String[],FAME,FAMEs,
Methyl myristate,124-10-7,Rxi17SilMS,-100.03,6.0971,13262.0,406.51,12.604,0.85076,203.25,0.057848,31.272,0.13472,104.79,7.0736,-72210.0,842.45,-109.2,1.9963,90.0,0.001,11.0,0.99999,4.8459e-5,6.0574e-6,Brehmer2022,String[],FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi17SilMS,-87.183,7.3658,12422.0,492.24,10.817,1.0272,205.39,0.044844,31.606,0.11405,89.935,8.5404,-70619.0,1009.2,-104.79,2.3999,90.0,0.001,13.0,0.99998,0.00013037,1.3037e-5,Brehmer2022,String[],FAME,,
Methyl pentadecanoate,7132-64-1,Rxi17SilMS,-104.54,5.0151,13956.0,341.26,13.157,0.69755,214.28,0.061079,31.498,0.12163,109.4,5.7997,-76311.0,760.71,-114.96,1.7781,90.0,0.001,14.0,0.99999,0.00012484,1.1349e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi17SilMS,-91.606,6.056,13090.0,412.75,11.365,0.84185,216.4,0.041269,31.841,0.095986,94.493,6.9996,-74523.0,904.73,-110.15,2.1258,90.0,0.001,13.0,0.99999,8.4878e-5,8.4878e-6,Brehmer2022,String[],FAME,,
Methyl palmitate,112-39-0,Rxi17SilMS,-106.46,7.1153,14472.0,493.56,13.351,0.98672,224.77,0.10846,31.684,0.18976,111.01,8.204,-80019.0,1173.0,-119.79,2.7055,90.0,0.001,13.0,0.99998,0.0001203,1.203e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl palmitoleate,10030-74-7,Rxi17SilMS,-91.546,6.0945,13419.0,422.3,11.297,0.84492,225.99,0.040545,32.023,0.08945,93.925,7.025,-77460.0,972.39,-113.56,2.2637,90.0,0.001,12.0,0.99999,6.7593e-5,7.5104e-6,Brehmer2022,String[],FAME,,
Methyl heptadecanoate,1731-92-6,Rxi17SilMS,-113.73,6.2924,15329.0,444.06,14.297,0.87019,234.86,0.097371,31.996,0.16585,118.87,7.2351,-84283.0,1104.9,-126.01,2.5238,90.0,0.001,13.0,0.99999,9.0687e-5,9.0687e-6,Brehmer2022,String[],FAME,FAMEs,
cis-10-Heptadecenoic acid methyl ester,75190-82-8,Rxi17SilMS,-103.99,3.8947,14623.0,274.96,12.963,0.53844,236.03,0.047036,32.316,0.083878,107.78,4.4769,-82444.0,676.52,-121.52,1.551,90.0,0.001,15.0,0.99999,0.00011649,9.7075e-6,Brehmer2022,String[],FAME,,
Methyl stearate,112-61-8,Rxi17SilMS,-117.83,5.17,15982.0,370.43,14.797,0.71314,244.42,0.070673,32.185,0.12054,123.03,5.9294,-88200.0,951.98,-131.39,2.1601,90.0,0.001,13.0,0.99999,0.00011051,1.1051e-5,Brehmer2022,String[],FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi17SilMS,-116.04,4.592,15757.0,329.57,14.585,0.63326,245.35,0.062544,32.806,0.11312,121.27,5.2652,-86973.0,851.34,-128.69,1.9292,90.0,0.001,14.0,0.99999,9.5967e-5,8.7243e-6,Brehmer2022,String[],FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi17SilMS,-108.87,5.6545,15356.0,405.62,13.562,0.77979,245.31,0.068333,32.29,0.12682,112.76,6.4835,-86727.0,1043.3,-127.74,2.3674,90.0,0.001,13.0,0.99999,0.0001071,1.071e-5,Brehmer2022,String[],FAME,,
Methyl linolelaidate,2566-97-4,Rxi17SilMS,-95.173,4.038,14366.0,290.26,11.685,0.5566,247.2,0.036992,32.679,0.075299,97.157,4.6278,-84164.0,744.72,-121.43,1.6923,90.0,0.001,13.0,1.0,5.4118e-5,5.4118e-6,Brehmer2022,String[],FAME,,
Methyl linoleate,112-63-0,Rxi17SilMS,-102.38,6.7832,15019.0,488.45,12.639,0.93487,247.66,0.087836,32.153,0.14831,105.09,7.7729,-86708.0,1267.9,-126.66,2.871,90.0,0.001,13.0,0.99998,0.00028417,2.8417e-5,Brehmer2022,String[],FAME,,
Methyl arachidate,1120-28-1,Rxi17SilMS,-112.84,4.8062,16386.0,354.6,13.967,0.65988,262.19,0.063664,32.166,0.11104,116.13,5.4865,-94074.0,979.02,-137.54,2.1823,90.0,0.001,14.0,0.99999,0.00013308,1.2098e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl gamma linolenate,132029-16-4,Rxi17SilMS,-82.504,4.8221,13469.0,347.11,9.9386,0.66455,247.86,0.051896,32.74,0.096571,82.634,5.5254,-81980.0,895.81,-116.23,2.0324,90.0,0.001,12.0,0.99999,6.6267e-5,7.363e-6,Brehmer2022,String[],FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi17SilMS,-115.04,13.117,16438.0,968.08,14.306,1.8005,263.07,0.12273,32.798,0.26398,118.95,14.97,-93477.0,2657.0,-136.38,5.9365,90.0,0.001,10.0,0.99997,0.00027714,3.9592e-5,Brehmer2022,String[],FAME,,
Methyl alpha linolenate,301-00-8,Rxi17SilMS,-103.02,5.2792,14974.0,381.91,12.767,0.72708,250.18,0.074668,33.027,0.13001,106.15,6.0453,-85949.0,1006.0,-124.62,2.2692,90.0,0.001,15.0,0.99999,0.00021609,1.8007e-5,Brehmer2022,String[],FAME,,
Methyl heneicosanoate,6064-90-0,Rxi17SilMS,-113.24,5.9098,16767.0,441.77,13.96,0.80968,270.58,0.069132,32.218,0.12798,116.07,6.7321,-97257.0,1253.2,-141.26,2.7741,90.0,0.001,13.0,0.99999,0.00015766,1.5766e-5,Brehmer2022,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi17SilMS,-96.574,8.006,15166.0,593.13,11.755,1.0984,265.12,0.081899,32.778,0.17558,97.736,9.1326,-90608.0,1647.3,-129.09,3.6678,90.0,0.001,10.0,0.99999,0.00010442,1.4917e-5,Brehmer2022,String[],FAME,,
Methyl behenate,929-77-1,Rxi17SilMS,-111.21,6.4891,16972.0,491.41,13.618,0.88726,278.61,0.082093,32.186,0.1447,113.23,7.3771,-99999.0,1436.0,-143.99,3.1519,90.0,0.001,12.0,0.99999,0.00022735,2.5261e-5,Brehmer2022,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi17SilMS,-101.81,5.9075,15461.0,438.56,12.504,0.81032,265.89,0.08267,33.318,0.14963,103.97,6.7373,-90797.0,1229.3,-129.67,2.729,90.0,0.001,11.0,0.99999,0.00011536,1.4419e-5,Brehmer2022,String[],FAME,,
Methyl erucate,1120-34-9,Rxi17SilMS,-155.11,31.077,20096.0,2356.1,19.679,4.2482,279.54,0.36325,33.134,0.69984,163.62,35.321,-107670.0,6889.8,-161.5,15.122,90.0,0.001,11.0,0.99978,0.0035114,0.00043892,Brehmer2022,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi17SilMS,-103.65,4.3108,15717.0,321.02,12.732,0.59098,268.05,0.05787,33.184,0.10297,105.86,4.9137,-92235.0,904.28,-131.93,2.0052,90.0,0.001,13.0,0.99999,0.00012243,1.2243e-5,Brehmer2022,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi17SilMS,-89.542,3.7772,14550.0,280.39,10.825,0.51806,266.3,0.043514,33.408,0.087171,90.0,4.3074,-88291.0,782.69,-123.96,1.7403,90.0,0.001,11.0,1.0,6.0113e-5,7.5142e-6,Brehmer2022,String[],FAME,,
Methyl tricosanoate,2433-97-8,Rxi17SilMS,-119.47,5.8836,17883.0,451.43,14.703,0.80291,286.49,0.085903,32.44,0.14517,122.25,6.6757,-104300.0,1360.5,-150.4,2.9579,90.0,0.001,11.0,0.99999,0.00012543,1.5679e-5,Brehmer2022,String[],FAME,FAMEs,
